comment_text,true_label,ml_prob,ml_bucket,ml_action,claude_category,claude_severity,claude_action,claude_reasoning,claude_bucket,disagree
"""

 I'm BUMED !!!!!!!!!!! 

Danny, I'M PISSED, that your NOT on Adam Crolla show any longer.

I feel that the """"AC show"""" is slipping away now
that your gone!  Will we be seeing/hearing from
you anytime soon?

Hang in there Bud...teddy  tmieske@gmail.com 

If you know someone that can use PC help, checkout
my two sites out:

 http://techurls.tripod.com/      < for PC Help

 http://elecurls.tripod.com/      < for wan'na-bee Hobbyist or Engineers
                                      This site is somewhat new, so few 
                                      links; but I have hundreds of links to 
                                      add... 

I live in Fairfield, CA  (45 miles from Sac., CA)

l8r  -teddy""",1,0.0866244438532986,SAFE,ALLOW,spam,low,downrank,"Comment contains unsolicited self-promotion with personal contact information and business links, though the primary content is a legitimate fan message.",LOW,True
"Ah, such adorable mutual e-fellatio",1,0.1877970451633557,SAFE,ALLOW,sexual_content,low,downrank,"Contains crude sexual terminology used metaphorically to describe mutual praise, which is vulgar but not explicitly graphic or targeted harassment.",LOW,True
"""

Are you missing a chromosome or something. it has been confirmed.  It was confirmed by the Professional Tennis Tour that when the rankings are updated on the 11th, Marry will become number 3.  They also went on to CONFIRM that no matter what happens, Novak will NOT be able to retain the number 3 ranking.  

Do you feel like a big man now.  """"Expect to hear from me again"""" what a looser.""",1,0.0220116928271012,SAFE,ALLOW,harassment,medium,human_review,"Contains personal attacks including an ableist insult ('missing a chromosome'), condescending language, and mocking tone that constitutes harassment, though context of the dispute is unclear.",MED,True
"Section Removal 

Next time you remove a section without first following procedures, I will have you permanently barred from Wikipedia.  I wrote the section and it is completely accurate an unbiased as reported.  You are a fool and a vandal and I will be closely monitoring your activities on anything I write.",1,0.1213895983386696,SAFE,ALLOW,harassment,medium,human_review,"Comment contains personal attacks ('fool and a vandal'), threats of punishment ('permanently barred'), and intimidating monitoring behavior, which constitute harassment in a collaborative editing environment.",MED,True
"He is a Rapist!!!!!
Please edit the article to include this important fact. Thank You.",1,0.0694031407694287,SAFE,ALLOW,harassment,high,auto_block,"The comment makes a serious criminal accusation without evidence, which constitutes defamation and targeted harassment that could cause significant harm to the named individual's reputation.",HIGH,True
REPEATING MYSELF AGAIN ~ LEAVE ME ALONE YOU PSYCHO STALKING WEIRDO!!  I've asked you to leave me alone for nearly a week now and you just can't back off.  What is your problem?,1,0.1295748044436702,SAFE,ALLOW,harassment,medium,human_review,"Content contains aggressive language and allegations of stalking behavior, suggesting an ongoing interpersonal conflict that requires context to determine if it constitutes actionable harassment.",MED,True
"""List of hoolie firms // Denmark ==
Hello. Removing mentions of firms such as Southside United (one of the original firms in Denmark) that actually is mentioned in the source, albeit misspelled """"South Side United"""" by some scummy journalist cunt who's research probably was two coppers and a google search, while keeping Blue Front which could be seen as their youth group, as well as Squad 92 which ALSO is mentioned in the source article, does not make any sense whatsoever. Removing CC Youth Division could make a bit more sense, but the group is also mentioned in the article, though as Young Boys which simply is an old name. So please, stop your amateurish source-checks, where you remove firms that actually are mentioned in the given sources and are generally a fucking cunt. Thank you in advance.

== """,1,0.1210434099224284,SAFE,ALLOW,harassment,high,auto_block,"Comment contains multiple instances of aggressive profanity and direct personal attacks calling another user a 'scummy journalist cunt' and 'fucking cunt', which constitutes severe harassment.",HIGH,True
You are toooo G***Y to answer on your OWN TALK PAGE. LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL,1,0.1195771298469258,SAFE,ALLOW,harassment,medium,human_review,"Contains a slur directed at a specific user with mocking language that could constitute targeted harassment, though context of the conversation would help determine severity.",MED,True
Ricky81682 (talk)  MUST be investigated right fukkin now. This profile has protected Bermender since day fukkin ONE.,1,0.1941605669251303,SAFE,ALLOW,harassment,medium,human_review,"Comment contains aggressive language with profanity directed at a specific user, making accusations that could constitute targeted harassment, though lacks extreme threats or hate speech.",MED,True
"YOU ARE NOT INVITED - NEVER COME BACK! 

..to my talk. YOU ARE HARASSING!",1,0.188218943226827,SAFE,ALLOW,harassment,medium,human_review,"The comment contains aggressive exclusionary language and explicit harassment accusations, though context about whether this is legitimate boundary-setting or actual harassment is unclear.",MED,True
You are rude and insensible. I will not deal with any user who does not know what they are doing. -,1,0.1321868276016352,SAFE,ALLOW,harassment,low,downrank,Comment contains mildly hostile language and personal attacks but does not rise to severe harassment or threats.,LOW,True
"Link replaced with official Paul Murphy website - where an identical statement is found. These ARE his words, the link is verifiable (and the information is a lot more relevant and deserving of note here than one old apologist's spiteful opinion). You are a LIAR and you know it; your edits are only ever to remove positive info about the convoy or insert more Israeli POV. And you just happen to have the hebrew translation of your name on your page. The other edit nazi on this forum has a Jewish Barnstar. I'm sure none of this is related ;)

Continue tampering with this information and it will be treated as VANDALISM.",1,0.0539024113754248,SAFE,ALLOW,harassment,high,auto_block,"Contains direct personal attacks calling user a 'LIAR', antisemitic conspiracy theorizing about Jewish editors, and threatening language about 'vandalism' and 'edit nazi'.",HIGH,True
MATTYTHEWHITE IS A SADCASE PLEASE GO TO BED,1,0.1828442703363939,SAFE,ALLOW,harassment,low,downrank,"The comment directly targets a specific user with a mild insult ('sadcase'), which constitutes low-level harassment, though it lacks severe abusive language or credible threats.",LOW,True
"Pete, piss off. Macosal asked a polite question. I happen to know (a fair bit of) the answer, so I gave him a polite answer. I hope it helps him understand. I'm not pretending that I have sources for all of this. I'm not asking that it be added to the article. I'm sharing knowledge. It's something I do. Reject it if you choose. I cannot comprehend why you would, but people surprise me every day. (Oh, and there's little opinion in my post. Most of it is pure fact. A fact is still a fact whether it's sourced or not.)",1,0.1697114923107863,SAFE,ALLOW,harassment,low,downrank,"Comment opens with a hostile dismissal ('piss off') directed at another user, though the remainder is argumentative rather than abusive.",LOW,True
"You unemployed hatchet men seem to have objections (part of general aversion to the truth) about being referred to as NDP attack queers. How about, Cabal of Sanctimonious Hypocrites? Is that better? Now go get a job.",1,0.1480407804956873,SAFE,ALLOW,harassment,high,auto_block,Contains targeted harassment using derogatory slurs and hostile language directed at a specific group.,HIGH,True
"No you understand me uncorrectly because your very deformed common sense is ready to lead you to immediate ending of discussion by indefinitely blocking of opponent. I understand that you may to do so because you're a kind of odd person with some administrative rights.  It is not my intention, but your and only your assumption that, because you're a lesbian, I am not going to ever follow Wikipedia's rules. I only said that it's very pity that humans like you are aimed to use any possibility to teach not only odd persons.",1,0.1750704718399083,SAFE,ALLOW,harassment,medium,human_review,"Comment contains personal attacks including calling someone 'deformed,' 'odd person,' and making references to their sexual orientation in a confrontational context, which constitutes harassment but lacks extreme threats or hate speech.",MED,True
"""
Sorry if you think they are """"inappropriate"""", but these are your actions....so I guess your actions are in effect inappropriate. -  (VT) 

Meatpuppet
You are a meat puppet, you have been confirmed a meatpuppet, the tag stands. -  (VT) """,1,0.1300843064794987,SAFE,ALLOW,harassment,medium,human_review,Comment contains potentially derogatory term 'meatpuppet' used in a confrontational manner that may constitute personal attack depending on platform context and community norms.,MED,True
CONNOLLEY YOU ARE VAIN IN THE EXTREME,1,0.1552026076735709,SAFE,ALLOW,harassment,low,downrank,"The comment uses all caps and contains a personal attack calling someone vain, which constitutes mild harassment but lacks severe threatening or abusive language.",LOW,True
"""

 False inormation in the article 
As you would expect, the propagandists would say and do everything to mislead us. They once again proved themselfs to be the proven LIARS we alreayd knew they were since the article wrongly states that the darker picture with the """"fall-off"""" effects is the edited one, which is pure BS.

The original photo is the one with the """"fall-off"""" effect which was printed in The West Australian already back in august 2, 1969 (~6 min in this clip http://www.youtube.com/watch?v=lMuTiziCszU) while the lighten up picture is the EDITED version who came out much later. So unless the propaganda trolls cant find a version of THEIR claimed original version dated EARLIER than august second 1969, i suggest them to SHUTUP.

Proven fake: http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Aldrin_Apollo_11_original.jpg/179px-Aldrin_Apollo_11_original.jpg

Original: http://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Aldrin_Apollo_11.jpg/180px-Aldrin_Apollo_11.jpg  — Preceding unsigned comment added by 91.145.38.53   
Youtube is not a reliable source for information about a conspiracy theory. Is there a reliable source available that supports your claim?   

 The Buzz Alrdin photo is explained at Examination_of_Apollo_Moon_photographs#Issues with crosshairs in photos.   You talkin' to me? 

The video shows a guy holding up the actual newspaper from 2 aug 1969 to prove that the """"fall-off"""" picture is how the original one looked like, but then its youtube who isnt a reliable source!?  your desperate try for making a point is laughable... but i wouldnt expect more from a propaganda TROLL.  — Preceding unsigned comment added by 91.145.38.53   

 No, that newspaper doesn't show what the original one looks like.  The original is a transparency that is in NASA's vaults.  They made prints that were widely reprinted. See this for more information.  You talkin' to me? 

Bullshit! excuses from NASA wont make it true! you have the history of that picture in the video i linked to and even the NASA site you linked to shows the fact that the darker picture is the first one, the original from 1969, while the more lighten edited version came out 1975. So why you arguing? you dont have a chance here. As i said, BRING UP a picture dated earlier than 2 aug 1969 or SHUTUP - its that simple!

91.145.38.53, please stop insulting other editors and please sign your posts, just put four tildes at the end .   

I dont tolerating having my talk session closed, this is what the propagandists do? censoring their opponents!
Unless the propagandists cant bring up the picture THEY claim to be the original together with a date which needs to be earlier than second of august 1969, i will change the article. False misleading information should never be tolerated! Its already proven that the """"fall-off"""" darker version IS the original. If anyone wants to argue, then bring up! 91.145.38.53  

 The propaganda liars 
This article is beyond laughable! Since the propagandists trash talking and like to """"debunk"""" ppl like Bart Sibrel, Ralph Rene, and Bill Kaysing (with no evidence to debunk them, however) we should debunk the LIARS the propagandists listen to!  """"youtube is not a reliable source"""" the propagandists says... still they link to youtube videos themselfs to suit their false propaganda in a desperate act to try prove THEIR laughable points. So if they can link to youtube videos, i will do the same just to prove that THEIR sources are nothing else than FALSE PROPAGANDA. Using proven liars like Jay Windley, Phil Plait, and Svectors youtube series as some kinda evidence is laughable.  I think that these trolls needs their own section! lets see what kinda ppl who is behind the sites that the propagandists always links to. Its time to face their cl",1,0.1277470739400995,SAFE,ALLOW,harassment,medium,human_review,"Content contains repeated hostile language calling others 'LIARS', 'propaganda trolls', and 'propagandists' in an aggressive manner that constitutes harassment, though it appears in the context of a content dispute rather than targeted personal attacks.",MED,True
"Big Wang 
Sometimes, I prefer to insert a phallus into my rectum.  Do you think we could do this together?  -Wangbot 1.2",1,0.1360309762349766,SAFE,ALLOW,sexual_content,medium,auto_block,Contains explicit sexual content and an unsolicited sexual proposition that violates community standards.,HIGH,True
"Welcome Faggot!

Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!",1,0.0183391029889597,SAFE,ALLOW,hate_speech,high,auto_block,"The comment opens with a homophobic slur used as a direct address, constituting clear hate speech regardless of the benign Wikipedia template text that follows.",HIGH,True
"""
 If I was rude https://www.youtube.com/watch?v=-bYAQ-ZZtEU#t=120 The people from outside start mock you for this strange rule """"reliable sources"""". Do you see some other source even NOW, except me, to talk about SUICIDE with DATA?! Show me it.   """,1,0.0772020396207503,SAFE,ALLOW,self_harm,medium,human_review,"Comment references suicide and data in an agitated manner with a YouTube link, requiring human review to assess context and determine if this is harmful content, advocacy discussion, or research-related discourse.",MED,True
"September 2009 (UTC)

Look Agent Orange, I don't care any more. It's *EXPLETIVE DELETED* people such as yourself that make Wikipedia such a shoddy source of misinformation. Write whatever you like, and keep living inside that dark dank Watchtower. However, you're mistaken on the long list of authors for the CV article. Hey, have a riot. *Yawn*

  20:20, 7",1,0.1887463488423845,SAFE,ALLOW,harassment,medium,human_review,"Comment contains personal attacks and hostile language directed at another user ('Agent Orange', 'dark dank Watchtower') with a dismissive and aggressive tone, though profanity is self-censored.",MED,True
"""

==SUSPICIOUS MASS EDITS-IS ANY ADMINISTRATOR FOLLOWING SPYLAB'S """"EDITING""""?

Can anybody tell me who gave the right to this guy under the pseudonym spylab to behave like the master of wikipedia, deleting my comment I uploaded yesterday here and ignoring the comments of other users, despite the fact they were based on wikipedia policy, according to which he cannot introduce mass changes to an entry without generating a discussion first in the talk page about the changes he suggested? Evidence was produced by other users to show that he LIED when he said that he did just a simple copy-editing, as it was shown that he deleted sentences, and that he distorted the meaning of other phrases, simply because he has no clue about the Inclusive Democracy project.Despite all this, he comes back again and again adding/deleting and """"re-organizing"""" at will this entry. Has anybody appointed him to do this damaging work, which far from enhancing the significance of wikipedia, it creates the impression that any ignoramus can do whatever he likes with long-established entries?86.161.205.18  """,1,0.083327906191518,SAFE,ALLOW,harassment,medium,human_review,"Comment contains aggressive language targeting a specific user ('ignoramus', accusations of lying) in a Wikipedia editing dispute, which crosses into personal attacks rather than constructive criticism.",MED,True
"""

You have the medicated gaul Mr.  to the say that considering stuff like this when in the past you have said nice stuff like this about Peter and the voters of the 6th. and your inner feelings about them.

""""As for the results in my own district, I'm not merely disappointed; I'm disgusted. This isn't about party politics, or my team losing; this is about humancy (sic) decency, ethics and principles. The principles of a majority of Sixth district voters appear to be greed and racism. A candidate, no matter how personally disgusting or devoid of decency, no matter how base or illegal his tactics, merely needs to promise to lower taxes and keep the Mexicans out in order to win. This race was a good example of how people let their conscience be cowed and overrun by corporate, amoral propagandists who are out to make a buck at the expense of the voters. My district has elected a racist, corrupt sophist over an able, virtuous war hero, and I am ashamed of them.""""Goethean, November 2006 see it here. I think this shows your intense dislike for Peter Roskam and it could call in the question your POV regarding Peter Roskam's NPOV Biography -  also, I have seen you do a lot of """"Cleansing"""" your self on Democratic Office holders bios like Tammy Duckworth. So your a bit disingenuous for you to throw out contentious cracks like that MR.  It could be argued that your point of view is skewed bit left.
Note: It is not a personal attack to point out MR Goethean POV since he loves to point out that to others. Is that do what I say, and not what I do? Any rate, I disagree with your ownership of this subject.  """,0,0.1328692984312002,SAFE,ALLOW,harassment,low,downrank,"Comment contains personal attacks and accusatory language directed at a specific user including questioning their credibility and calling them disingenuous, though it relates to content moderation disputes rather than severe harassment.",LOW,True
"Re: Illogical Bans==

While I certainly do sympathize with your plight, you must understand that these wiki self-important overlord are nothing more than jackasses with too much time on there hands.  This guy will never admit he has made a mistake.  At best he will offer you the same invitation he has made to me and countless others  submit your page again and take your chances.  Good luck...

==",0,0.0772263416930252,SAFE,ALLOW,harassment,low,downrank,"Contains name-calling and derogatory language toward moderators ('jackasses', 'self-important overlord') but lacks direct threats or severe targeted harassment.",LOW,True
"Articles are written upon sources, the only one speculating is you, this is the same Russian habits as in all articles like how many where murdered in Katyn?, How many perished in Gulag? How many tank where lost in Kursk. I cant help that you dont trust Finnish sources, but together with what you have written here earlier you dont have much creddit. 
Kantakoskis book covers the Soviet armoured in whole Soviet during 1918-1945 and should not by any mean be seen a a prim source for Tail-Ihantal battle. BTW his research fail to identify many of the armoured units in Karelia 1944. Prim sources are Manninen and Kosikmaa who rehearsed the main subject both with  high academic skill.
Your tags will be removed soon if you dont come up with better facts.",0,0.0497102745366096,SAFE,ALLOW,harassment,low,downrank,"Comment contains dismissive personal attacks questioning another user's credibility and making nationality-based accusations about dishonesty, creating a hostile discussion environment.",LOW,True
"How proud I am to be a Greek!

I am a Greek Nationalist this is nothing to be ashamed of, I believe in fascism and a strong leader, and let me first say that I despise Turks, I have changed the image section to include what I believe is a wider variety of great Greeks from the ages. I really wanted to include Constantine XI or other Byzantine but I couldn't. Perhaps we can work something out?",0,0.0689595289532922,SAFE,ALLOW,hate_speech,high,auto_block,"Content explicitly expresses ethnic hatred ('I despise Turks') and promotes fascism, violating hate speech policies.",HIGH,True
